日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260228,2375,ギグワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2376,サイネックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2378,ルネサンス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2379,ディップ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,237A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2384,ＳＢＳホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260228,2385,総医研ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2388,ウェッジホールディングス,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260228,2389,デジタルホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,238A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20260228,2391,プラネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2393,日本ケアサプライ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2395,新日本科学,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,239A,バレッグス,PRO Market,8050,不動産業,17,不動産,-,-
20260228,2404,鉄人化ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2408,ＫＧ情報,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2410,キャリアデザインセンター,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2411,ゲンダイエージェンシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2413,エムスリー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,2415,ヒューマンホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2418,ツカダ・グローバルホールディング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,241A,ＲＯＸＸ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2424,ブラス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2425,ケアサービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2428,ウェルネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2429,ワールドホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2432,ディー・エヌ・エー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,2433,博報堂ＤＹホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,2435,シダー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2436,共同ピーアール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2438,アスカネット,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,243A,トップス,PRO Market,3050,食料品,1,食品,-,-
20260228,2440,ぐるなび,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2445,タカミヤ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2449,プラップジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,244A,グロースエクスパートナーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2452,コンピュータマインド,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2454,オールアバウト,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2459,アウンコンサルティング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,245A,ＩＮＧＳ,グロース（内国株式）,6100,小売業,14,小売,-,-
20260228,2461,ファンコミュニケーションズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2462,ライク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2464,Ａｏｂａ‐ＢＢＴ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2469,ヒビノ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,246A,アスア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2471,エスプール,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2475,ＷＤＢホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2477,手間いらず,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2479,ジェイテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,247A,Ａｉロボティクス,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20260228,2480,システム・ロケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2481,タウンニュース社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2483,翻訳センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2484,出前館,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2485,ティア,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2488,ＪＴＰ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2489,アドウェイズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,248A,キッズスター,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2491,バリューコマース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,2492,インフォマート,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,2493,イーサポートリンク,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2497,ユナイテッド,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2498,オリエンタルコンサルタンツホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2499,日本和装ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,249A,ヒューマンアジャスト,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2501,サッポロホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20260228,2502,アサヒグループホールディングス,プライム（内国株式）,3050,食料品,1,食品,2,TOPIX Large70
20260228,2503,キリンホールディングス,プライム（内国株式）,3050,食料品,1,食品,2,TOPIX Large70
20260228,250A,シマダヤ,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260228,2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2516,東証グロース２５０ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,251A,ニューロマジック,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20260228,2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
20260228,2525,ＮＺＡＭ　上場投信　日経２２５,ETF・ETN,-,-,-,-,-,-
20260228,2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
20260228,2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20260228,2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20260228,2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,252A,ウェッジ,PRO Market,6100,小売業,14,小売,-,-
20260228,2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2531,宝ホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20260228,2533,オエノンホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260228,253A,ＥＴＳグループ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,2540,養命酒製造,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260228,254A,ＡＩフュージョンキャピタルグループ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF・ETN,-,-,-,-,-,-
20260228,2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,ETF・ETN,-,-,-,-,-,-
20260228,2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2555,東証ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
20260228,2557,ＳＭＤＡＭ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ETF・ETN,-,-,-,-,-,-
20260228,255A,ジーエルテクノホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260228,2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20260228,2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20260228,2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2566,上場インデックスファンド日経ＥＳＧリート,ETF・ETN,-,-,-,-,-,-
20260228,2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ETF・ETN,-,-,-,-,-,-
20260228,2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,ETF・ETN,-,-,-,-,-,-
20260228,2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20260228,256A,飛島ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,2573,北海道コカ・コーラボトリング,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260228,2579,コカ・コーラ　ボトラーズジャパンホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20260228,257A,ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,ETF・ETN,-,-,-,-,-,-
